sciName,tiplabel,GENUS,FAMILY,ORDER,MSW3_sciName_matched,genes,extinct.,samp,BM,BodyMass_imp.,BM_SourceDB,BM_Method,BM_Ref,latCat,latMids,Lat_centroid,Lon_centroid,lat_min,lat_max,lon_min,lon_max
Elephantulus_rufescens,Elephantulus_rufescens_MACROSCELIDIDAE_MACROSCELIDEA,Elephantulus,MACROSCELIDIDAE,MACROSCELIDEA,Elephantulus_rufescens,26,0,sampled,0.0375,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,1.106335,0.29413373,37.70486728,-8.043365,10.256035,30.576125,45.539094
Elephantulus_rupestris,Elephantulus_rupestris_MACROSCELIDIDAE_MACROSCELIDEA,Elephantulus,MACROSCELIDIDAE,MACROSCELIDEA,Elephantulus_rupestris,3,0,sampled,0.0664,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,-25.9169905,-28.48796615,19.73908239,-33.930374,-17.903607,12.520831,26.684246
Elephas_antiquus,Elephas_antiquus_ELEPHANTIDAE_PROBOSCIDEA,Elephas,ELEPHANTIDAE,PROBOSCIDEA,NA,1,1,sampled,6500,FALSE,FS2016,Reported,"McPhee_R._D._E._Extinctions_in_Near_Time:_Causes,_Contexts,_and_Consequences_(1999)",NA,NA,NA,NA,NA,NA,NA,NA
Elephas_cypriotes,Elephas_cypriotes_ELEPHANTIDAE_PROBOSCIDEA,Elephas,ELEPHANTIDAE,PROBOSCIDEA,NA,1,1,sampled,130,FALSE,FS2016,Reported,"Palaeoloxodon_cypriotes,_the_dwarf_elephant_of_Cyprus:_size_and_scaling_comparisons_with_P._falconeri_(Sicily-Malta)_and_mainland_P._antiquus,_conference_sbstract._(Reative_size_change_is_taken_from_this_abstract,_but_the_size_of_Elephas_antiquus_which_it_is_compared_with_is_taken_from_elsewhere)",NA,NA,NA,NA,NA,NA,NA,NA
Elephas_maximus,Elephas_maximus_ELEPHANTIDAE_PROBOSCIDEA,Elephas,ELEPHANTIDAE,PROBOSCIDEA,Elephas_maximus,29,0,sampled,2915.04,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,12.110986,15.3383791,95.27515004,-5.896364,30.118336,74.2203,118.9266
Eligmodontia_bolsonensis,Eligmodontia_bolsonensis_CRICETIDAE_RODENTIA,Eligmodontia,CRICETIDAE,RODENTIA,NA,1,0,sampled,0.018822774,TRUE,NA,NA,NA,2,-26.7285335,NA,NA,-27.960589,-25.496478,-67.993103,-65.733829
Eligmodontia_dunaris,Eligmodontia_dunaris_CRICETIDAE_RODENTIA,Eligmodontia,CRICETIDAE,RODENTIA,NA,1,0,sampled,0.024027917,TRUE,NA,NA,NA,2,-28.1691545,NA,NA,-29.389994,-26.948315,-71.526527,-70.633805
Eligmodontia_hirtipes,Eligmodontia_hirtipes_CRICETIDAE_RODENTIA,Eligmodontia,CRICETIDAE,RODENTIA,NA,1,0,sampled,0.023170259,TRUE,NA,NA,NA,1,-18.8365345,NA,NA,-22.801584,-14.871485,-71.126288,-65.220567
Eligmodontia_moreni,Eligmodontia_moreni_CRICETIDAE_RODENTIA,Eligmodontia,CRICETIDAE,RODENTIA,Eligmodontia_moreni,1,0,sampled,0.018,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,-29.098114,-29.60367415,-67.02159266,-32.559464,-25.636764,-68.1628,-65.7722
Eligmodontia_morgani,Eligmodontia_morgani_CRICETIDAE_RODENTIA,Eligmodontia,CRICETIDAE,RODENTIA,Eligmodontia_morgani,1,0,sampled,0.0165,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,-43.7824145,-45.58952182,-70.29338321,-53.053564,-34.511265,-72.948399,-65.8785
Eligmodontia_puerulus,Eligmodontia_puerulus_CRICETIDAE_RODENTIA,Eligmodontia,CRICETIDAE,RODENTIA,Eligmodontia_puerulus,1,0,sampled,0.0285,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,-25.150556,-20.49685607,-67.73893397,-28.056864,-22.244248,-68.3618,-65.217235
Eligmodontia_typus,Eligmodontia_typus_CRICETIDAE_RODENTIA,Eligmodontia,CRICETIDAE,RODENTIA,Eligmodontia_typus,2,0,sampled,0.0173,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,-39.404814,-41.39480539,-67.68821577,-52.400164,-26.409464,-72.7224,-61.2189
Eliomys_melanurus,Eliomys_melanurus_GLIRIDAE_RODENTIA,Eliomys,GLIRIDAE,RODENTIA,Eliomys_melanurus,1,0,sampled,0.0518,FALSE,FS2016,Reported,"Happold_DCD_(2013)_Mammals_of_Africa,_Volume_III._Pp_105-107._Mary_Ellen_Holden._Eliomys_melanurus",0,27.5484515,30.11456436,32.23255608,17.668351,37.428552,19.924068,44.15682
Eliomys_munbyanus,Eliomys_munbyanus_GLIRIDAE_RODENTIA,Eliomys,GLIRIDAE,RODENTIA,Eliomys_munbyanus,0,0,imputed,0.052,FALSE,FS2016,Reported,"Happold_DCD_(2013)_Mammals_of_Africa,_Volume_III._Pp_107-109._Mary_Ellen_Holden._Eliomys_munbyanus",0,30.1492,32.94051698,1.863363103,22.948783,37.349617,-16.112874,15.661493
Eliomys_quercinus,Eliomys_quercinus_GLIRIDAE_RODENTIA,Eliomys,GLIRIDAE,RODENTIA,Eliomys_quercinus,10,0,sampled,0.115,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,49.6267865,48.58583143,13.57820379,36.014423,63.23915,-9.495944,58.843252
Eliurus_antsingy,Eliurus_antsingy_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_antsingy,2,0,sampled,0.0928,FALSE,FS2016,Reported,Bonner_zoologische_Beiträge_56:_133-149_(2009),1,-17.6773005,-15.28320646,47.01862804,-18.980246,-16.374355,44.46979,46.014095
Eliurus_carletoni,Eliurus_carletoni_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,NA,2,0,sampled,0.095954948,TRUE,NA,NA,NA,1,-13.076248,NA,NA,-13.480697,-12.671799,49.003614,49.810516
Eliurus_danieli,Eliurus_danieli_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,NA,0,0,imputed,0.0955,FALSE,FS2016,Reported,Bonner_zoologische_Beiträge_56:_133-149_(2009),1,-22.424264,-22.44672839,45.28721259,-22.689164,-22.159364,45.1591,45.3865
Eliurus_ellermani,Eliurus_ellermani_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_ellermani,1,0,sampled,0.1,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),1,-17.117964,-17.16375611,49.27188176,-18.793164,-15.442764,48.6372,49.9414
Eliurus_grandidieri,Eliurus_grandidieri_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_grandidieri,1,0,sampled,0.051,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),1,-16.957317,-16.60519891,48.79867836,-20.284473,-13.630161,47.552707,50.028695
Eliurus_majori,Eliurus_majori_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_majori,2,0,sampled,0.1,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),0,-18.6913575,-19.31358006,48.12305595,-24.966751,-12.415964,45.2946,49.948017
Eliurus_minor,Eliurus_minor_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_minor,4,0,sampled,0.035,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),0,-18.763764,-17.69240473,48.3230113,-25.123664,-12.403864,45.2329,50.44028
Eliurus_myoxinus,Eliurus_myoxinus_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_myoxinus,2,0,sampled,0.0625,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),0,-18.7771925,-18.97192949,45.94482217,-25.608952,-11.945433,43.224876,50.0088
Eliurus_penicillatus,Eliurus_penicillatus_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_penicillatus,0,0,imputed,0.1,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),1,-20.7763555,-20.28221409,47.68802826,-21.54833,-20.004381,47.319586,47.826343
Eliurus_petteri,Eliurus_petteri_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_petteri,0,0,imputed,0.075,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),1,-18.5466485,-17.90015557,48.91846089,-18.908256,-18.185041,48.484279,49.014865
Eliurus_tanala,Eliurus_tanala_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_tanala,4,0,sampled,0.0825,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),0,-18.9858535,-18.45179022,48.401256,-25.085864,-12.885843,46.369968,50.4836
Eliurus_webbi,Eliurus_webbi_NESOMYIDAE_RODENTIA,Eliurus,NESOMYIDAE,RODENTIA,Eliurus_webbi,2,0,sampled,0.0725,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),0,-18.7029655,-18.7451469,48.36580362,-25.085863,-12.320068,46.6457,50.483603
Ellobius_alaicus,Ellobius_alaicus_CRICETIDAE_RODENTIA,Ellobius,CRICETIDAE,RODENTIA,Ellobius_alaicus,0,0,imputed,0.02,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,39.873411,39.66195077,72.97366436,39.467949,40.278873,72.257393,73.648159
Ellobius_fuscocapillus,Ellobius_fuscocapillus_CRICETIDAE_RODENTIA,Ellobius,CRICETIDAE,RODENTIA,Ellobius_fuscocapillus,1,0,sampled,0.08,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,33.359236,34.73551809,60.77327147,26.117336,40.601136,51.8677,69.5151
Ellobius_lutescens,Ellobius_lutescens_CRICETIDAE_RODENTIA,Ellobius,CRICETIDAE,RODENTIA,Ellobius_lutescens,0,0,imputed,0.1173,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,36.4203965,36.23558733,47.65029276,32.354404,40.486389,42.940764,51.87974
Ellobius_talpinus,Ellobius_talpinus_CRICETIDAE_RODENTIA,Ellobius,CRICETIDAE,RODENTIA,Ellobius_talpinus,1,0,sampled,0.04,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,46.065593,48.60615649,58.94220643,35.829687,56.301499,32.166746,83.825666
Ellobius_tancrei,Ellobius_tancrei_CRICETIDAE_RODENTIA,Ellobius,CRICETIDAE,RODENTIA,Ellobius_tancrei,2,0,sampled,0.02,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,43.2768955,44.33933882,85.65637342,35.642388,50.911403,59.052096,117.78764
Emballonura_alecto,Emballonura_alecto_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,Emballonura_alecto,3,0,sampled,0.0053,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,5.310086,2.957803364,117.5411417,-8.030764,18.650936,107.9692,133.1995
Emballonura_atrata,Emballonura_atrata_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,Emballonura_atrata,20,0,sampled,0.0043,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),0,-20.088245,-19.87931778,48.30963566,-25.200726,-14.975764,46.454,50.468948
Emballonura_beccarii,Emballonura_beccarii_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,Emballonura_beccarii,1,0,sampled,0.0042,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-5.142364,-5.251637396,144.0778229,-9.657864,-0.626864,132.6069,155.9635
Emballonura_dianae,Emballonura_dianae_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,Emballonura_dianae,2,0,sampled,0.008,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-7.204264,-6.125203292,149.1123519,-11.850464,-2.558064,140.992399,161.3915
Emballonura_furax,Emballonura_furax_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,Emballonura_furax,0,0,imputed,0.0112,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-4.373097,-6.090003216,143.0215115,-8.119364,-0.62683,135.3726,146.4424
Emballonura_monticola,Emballonura_monticola_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,Emballonura_monticola,3,0,sampled,0.0057,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,1.992436,0.117723682,109.6724521,-8.780764,12.765636,95.1897,125.2445
Emballonura_raffrayana,Emballonura_raffrayana_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,Emballonura_raffrayana,2,0,sampled,0.0056,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-3.860914,-5.020539116,142.4241197,-9.949364,2.227536,127.391,161.3915
Emballonura_semicaudata,Emballonura_semicaudata_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,Emballonura_semicaudata,2,0,sampled,0.0063,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-1.937314,-14.13947816,100.2972126,-19.165864,15.291236,-180,180
Emballonura_serii,Emballonura_serii_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,Emballonura_serii,1,0,sampled,0.0088,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,Mammalia_58:_601–612_(2009),1,-3.225914,-3.302285069,148.4032204,-4.853364,-1.598464,135.4176,153.1127
Emballonura_tiavato,Emballonura_tiavato_EMBALLONURIDAE_CHIROPTERA,Emballonura,EMBALLONURIDAE,CHIROPTERA,NA,2,0,sampled,0.0033,FALSE,FS2016,Reported,Garbutt_N._Mammals_of_Madagascar_a_Complete_Guide_(2007),0,-17.7937985,-17.64578812,45.79298925,-23.642164,-11.945433,43.224876,49.895502
Enchisthenes_hartii,Enchisthenes_hartii_PHYLLOSTOMIDAE_CHIROPTERA,Enchisthenes,PHYLLOSTOMIDAE,CHIROPTERA,Enchisthenes_hartii,3,0,sampled,0.016,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,3.151736,3.768639205,-77.03943597,-17.727464,24.030936,-105.6766,-60.6101
Enhydra_lutris,Enhydra_lutris_MUSTELIDAE_CARNIVORA,Enhydra,MUSTELIDAE,CARNIVORA,Enhydra_lutris,19,0,sampled,23.5,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,46.4922265,52.23510538,44.01341304,31.479303,61.50515,-169.143278,179.940724
Eoglaucomys_fimbriatus,Eoglaucomys_fimbriatus_SCIURIDAE_RODENTIA,Eoglaucomys,SCIURIDAE,RODENTIA,Eoglaucomys_fimbriatus,1,0,sampled,0.712,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,33.037836,33.66384586,74.83335728,29.556936,36.518736,68.809,79.7186
Eolagurus_luteus,Eolagurus_luteus_CRICETIDAE_RODENTIA,Eolagurus,CRICETIDAE,RODENTIA,Eolagurus_luteus,1,0,sampled,0.026,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,46.438426,44.98871843,87.24817563,42.411427,50.465425,81.101388,109.113773
Eolagurus_przewalskii,Eolagurus_przewalskii_CRICETIDAE_RODENTIA,Eolagurus,CRICETIDAE,RODENTIA,Eolagurus_przewalskii,0,0,imputed,0.016,FALSE,FS2016,Assumed_isometric_based_on_head-body_length,"Smith_AT,_Xie_Y,_Hoffmann_RS,_Lunde_D,_MacKinnon_J,_Wilson_DE,_Wozencraft_WD._A_Guide_to_the_Mammals_of_China_(2008)",2,42.7153515,42.85373993,101.0277417,35.962071,49.468632,90.16953,115.032628
Eonycteris_major,Eonycteris_major_PTEROPODIDAE_CHIROPTERA,Eonycteris,PTEROPODIDAE,CHIROPTERA,Eonycteris_major,1,0,sampled,0.0728,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,1.423236,0.864032822,114.2065953,-4.188264,7.034736,108.839,119.2675
Eonycteris_robusta,Eonycteris_robusta_PTEROPODIDAE_CHIROPTERA,Eonycteris,PTEROPODIDAE,CHIROPTERA,Eonycteris_robusta,4,0,sampled,0.0775,FALSE,FS2016,Reported,Fieldiana_Zoology_69:_1-44_(1992),1,11.752936,10.1861261,123.7994788,5.556236,17.949636,120.0766,126.1692
Eonycteris_spelaea,Eonycteris_spelaea_PTEROPODIDAE_CHIROPTERA,Eonycteris,PTEROPODIDAE,CHIROPTERA,Eonycteris_spelaea,5,0,sampled,0.0581,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,9.968736,11.20391961,105.2385158,-10.374764,30.312236,74.2296,128.909
Eospalax_fontanierii,Eospalax_fontanierii_SPALACIDAE_RODENTIA,Eospalax,SPALACIDAE,RODENTIA,Eospalax_fontanierii,4,0,sampled,0.245,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,36.0871575,35.94997387,104.6547193,28.522424,43.651891,92.912553,122.304712
Eospalax_rothschildi,Eospalax_rothschildi_SPALACIDAE_RODENTIA,Eospalax,SPALACIDAE,RODENTIA,Eospalax_rothschildi,4,0,sampled,0.24,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,32.445172,33.16623187,107.8510601,29.991131,34.899213,103.098284,112.516977
Eospalax_smithii,Eospalax_smithii_SPALACIDAE_RODENTIA,Eospalax,SPALACIDAE,RODENTIA,Eospalax_smithii,1,0,sampled,0.379,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,34.735744,34.59834459,105.3362034,32.786276,36.685212,103.036512,108.564301
Eothenomys_cachinus,Eothenomys_cachinus_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Eothenomys_cachinus,2,0,sampled,0.03924719,TRUE,NA,NA,NA,2,26.3156985,25.8519182,98.39883277,23.99217,28.639227,97.48553,98.886276
Eothenomys_chinensis,Eothenomys_chinensis_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Eothenomys_chinensis,4,0,sampled,0.0453,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,29.693109,29.67788157,102.6012206,29.238371,30.147847,101.528941,103.820399
Eothenomys_custos,Eothenomys_custos_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Eothenomys_custos,2,0,sampled,0.0308,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,27.18997,27.60642689,100.4703276,24.325328,30.054612,98.685449,102.29844
Eothenomys_melanogaster,Eothenomys_melanogaster_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Eothenomys_melanogaster,5,0,sampled,0.027,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,27.043436,28.31881289,107.9773226,18.493236,35.593636,96.3725,122.1365
Eothenomys_miletus,Eothenomys_miletus_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Eothenomys_miletus,3,0,sampled,0.0507,FALSE,EltonTraits2014,Reported,Ref_134,0,26.4020175,26.300802,103.6260144,21.868336,30.935699,98.985237,111.531656
Eothenomys_olitor,Eothenomys_olitor_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Eothenomys_olitor,1,0,sampled,0.022,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,26.0284325,26.11312304,101.3590142,23.884154,28.172711,98.455605,105.323844
Eothenomys_proditor,Eothenomys_proditor_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Eothenomys_proditor,3,0,sampled,0.0425,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,27.1938315,27.21341226,100.915734,26.228792,28.158871,99.103434,102.9998
Eothenomys_wardi,Eothenomys_wardi_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Eothenomys_wardi,2,0,sampled,0.035875842,TRUE,NA,NA,NA,2,27.6223,27.66138232,99.5632894,26.695495,28.549105,98.833273,100.075266
Eozapus_setchuanus,Eozapus_setchuanus_DIPODIDAE_RODENTIA,Eozapus,DIPODIDAE,RODENTIA,Eozapus_setchuanus,4,0,sampled,0.0326,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,33.0682105,33.10291769,101.1499111,27.109225,39.027196,92.784974,109.170078
Episoriculus_caudatus,Episoriculus_caudatus_SORICIDAE_EULIPOTYPHLA,Episoriculus,SORICIDAE,EULIPOTYPHLA,Episoriculus_caudatus,7,0,sampled,0.0091,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,27.069136,26.76562174,97.37263629,23.453536,30.684736,80.238,103.6547
Episoriculus_fumidus,Episoriculus_fumidus_SORICIDAE_EULIPOTYPHLA,Episoriculus,SORICIDAE,EULIPOTYPHLA,Episoriculus_fumidus,6,0,sampled,0.0067,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,23.6658575,23.7710234,121.0564365,22.48842,24.843295,120.39554,121.714038
Episoriculus_leucops,Episoriculus_leucops_SORICIDAE_EULIPOTYPHLA,Episoriculus,SORICIDAE,EULIPOTYPHLA,Episoriculus_leucops,6,0,sampled,0.0082,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,25.958886,27.50709203,93.3249881,21.197936,30.719836,81.781202,104.7304
Episoriculus_macrurus,Episoriculus_macrurus_SORICIDAE_EULIPOTYPHLA,Episoriculus,SORICIDAE,EULIPOTYPHLA,Episoriculus_macrurus,4,0,sampled,0.0136,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,26.328086,26.59850058,100.2187055,21.316736,31.339436,84.4525,104.7645
Epixerus_ebii,Epixerus_ebii_SCIURIDAE_RODENTIA,Epixerus,SCIURIDAE,RODENTIA,Epixerus_ebii,1,0,sampled,0.592,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,3.532086,4.165808939,0.591835167,-2.408764,9.472936,-12.6193,16.2444
Epomophorus_angolensis,Epomophorus_angolensis_PTEROPODIDAE_CHIROPTERA,Epomophorus,PTEROPODIDAE,CHIROPTERA,Epomophorus_angolensis,0,0,imputed,0.1317,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,Beaufortia_38:_751-46_(1988),1,-12.7628925,-12.86202251,14.67564941,-17.912328,-7.613457,11.732327,17.647564
Epomophorus_anselli,Epomophorus_anselli_PTEROPODIDAE_CHIROPTERA,Epomophorus,PTEROPODIDAE,CHIROPTERA,NA,0,0,imputed,0.0656,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,Acta_Chiropterologica_6:_249-268_(2004),1,-11.584835,-12.73382423,33.32606452,-13.314237,-9.855433,32.988789,34.020606
Epomophorus_crypturus,Epomophorus_crypturus_PTEROPODIDAE_CHIROPTERA,Epomophorus,PTEROPODIDAE,CHIROPTERA,Epomophorus_crypturus,0,0,imputed,0.1111,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,Beaufortia_38:_751-46_(1988),0,-21.0614715,-16.80516597,31.33358534,-33.37495,-8.747993,20.941352,40.842995
Epomophorus_gambianus,Epomophorus_gambianus_PTEROPODIDAE_CHIROPTERA,Epomophorus,PTEROPODIDAE,CHIROPTERA,Epomophorus_gambianus,2,0,sampled,0.1289,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,9.6155395,9.346943502,11.49551234,4.296871,14.934208,-17.535236,39.25837
Epomophorus_grandis,Epomophorus_grandis_PTEROPODIDAE_CHIROPTERA,Epomophorus,PTEROPODIDAE,CHIROPTERA,Epomophorus_grandis,0,0,imputed,0.0486,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-5.9838605,-6.259513558,17.15449988,-7.327134,-4.640587,11.773256,20.602925
Epomophorus_labiatus,Epomophorus_labiatus_PTEROPODIDAE_CHIROPTERA,Epomophorus,PTEROPODIDAE,CHIROPTERA,Epomophorus_labiatus,1,0,sampled,0.063,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,0.194904,5.872541812,32.78809338,-16.186558,16.576366,11.888165,42.972463
Epomophorus_minimus,Epomophorus_minimus_PTEROPODIDAE_CHIROPTERA,Epomophorus,PTEROPODIDAE,CHIROPTERA,Epomophorus_minimus,0,0,imputed,0.044,FALSE,FS2016,Assumed_isometric_based_on_forearm_length,Beaufortia_38:_751-46_(1988),1,3.8047045,4.34583762,39.00929513,-2.750472,10.359881,29.911347,45.756788
Epomophorus_wahlbergi,Epomophorus_wahlbergi_PTEROPODIDAE_CHIROPTERA,Epomophorus,PTEROPODIDAE,CHIROPTERA,Epomophorus_wahlbergi,6,0,sampled,0.0916,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,-14.8309735,-10.71772559,28.39408694,-34.214512,4.552565,8.695471,46.309102
Epomops_buettikoferi,Epomops_buettikoferi_PTEROPODIDAE_CHIROPTERA,Epomops,PTEROPODIDAE,CHIROPTERA,Epomops_buettikoferi,0,0,imputed,0.1338,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,8.7114645,7.962342546,-4.640081554,4.353057,13.069872,-15.332369,9.364143
Epomops_dobsonii,Epomops_dobsonii_PTEROPODIDAE_CHIROPTERA,Epomops,PTEROPODIDAE,CHIROPTERA,Epomops_dobsonii,0,0,imputed,0.12,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-9.981084,-12.47167901,25.47883727,-17.824558,-2.13761,13.471468,35.933732
Epomops_franqueti,Epomops_franqueti_PTEROPODIDAE_CHIROPTERA,Epomops,PTEROPODIDAE,CHIROPTERA,Epomops_franqueti,5,0,sampled,0.1189,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),1,-1.511197,-0.424683341,19.32936433,-12.048199,9.025805,-4.632871,33.405399
Eptesicus_andinus,Eptesicus_andinus_VESPERTILIONIDAE_CHIROPTERA,Eptesicus,VESPERTILIONIDAE,CHIROPTERA,Eptesicus_andinus,0,0,imputed,0.0093,FALSE,FS2016,Reported,Bulletin_of_the_American_Musem_of_Natural_History_237:_1-219_(1998),1,-0.497814,1.393212361,-74.66471415,-13.459564,12.463936,-80.1541,-61.8456
Eptesicus_bobrinskoi,Eptesicus_bobrinskoi_VESPERTILIONIDAE_CHIROPTERA,Eptesicus,VESPERTILIONIDAE,CHIROPTERA,Eptesicus_bobrinskoi,1,0,sampled,0.0076,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,47.425736,47.72544648,62.11618948,44.065936,50.785536,52.7544,72.2497
Eptesicus_bottae,Eptesicus_bottae_VESPERTILIONIDAE_CHIROPTERA,Eptesicus,VESPERTILIONIDAE,CHIROPTERA,Eptesicus_bottae,2,0,sampled,0.0142,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),0,29.832268,34.93074729,54.34186762,12.591312,47.073224,26.232891,80.66101
Eptesicus_brasiliensis,Eptesicus_brasiliensis_VESPERTILIONIDAE_CHIROPTERA,Eptesicus,VESPERTILIONIDAE,CHIROPTERA,Eptesicus_brasiliensis,4,0,sampled,0.0095,FALSE,FS2016,Reported,Ecological_Archives_E084-094_(2003),2,-2.6780495,-6.740066646,-59.49845526,-29.485364,24.129265,-105.611141,-34.7901
